,y_hat
353,596686.200213409
354,226393.19925345207
355,204297.64732352417
356,619040.0483239493
357,1623516.4229088142
358,898245.276089343
359,1006769.2585321771
360,473114.3424226488
361,203821.81116626223
362,408985.2410606798
363,563021.5908447718
364,604387.9721368104
365,687579.837704064
366,627717.2626713625
367,1239913.0761584025
368,270507.52305838634
369,93283.24942448182
370,689637.9475591758
371,268183.6718290105
372,414358.0606660722
373,569422.1650452991
374,242108.11130757863
375,766863.3143995623
376,850784.7485659583
377,509967.3213841524
378,545554.1691095547
379,455736.6454745144
380,660075.8842115173
381,481497.4460013141
382,664398.9937699786
383,172393.7402729303
384,595963.4744989979
385,395127.8122732198
386,488552.4789618541
387,691214.2591676542
388,804869.3475104736
389,1542967.7912944737
390,320550.5603093843
391,950610.7460842129
392,530787.6731895423
393,613993.0427411427
394,277454.85451855377
395,388084.34721753746
396,597506.1847895532
397,462843.7323257366
398,581335.4213144375
399,676742.9451491854
400,1126049.982410353
401,431602.65765034896
402,618333.0511017945
403,287842.87378160574
404,243727.202370336
405,258710.23933190387
406,699325.3269032589
407,404619.2774374587
408,328440.5284792234
409,475160.6792442475
410,397019.9426215422
411,360627.80559806654
412,575103.1963613139
413,711229.7798497729
414,266001.3349798232
415,481922.9278295093
416,176274.67334454635
417,810283.0204195096
418,324058.3294018068
419,847606.8998396322
420,466968.1272607433
421,854659.9103864732
422,490412.3850740112
423,653666.9417573847
424,238769.36243840447
425,493341.56260458555
426,507479.3161345954
427,228961.05409769033
428,356471.0386402686
429,488411.0300858107
430,466982.63037839404
431,902719.4060824276
432,236158.3144285921
433,873181.142197154
434,440699.7181667646
435,483744.1942569202
436,392802.6322263882
437,857899.6533289487
438,502053.5021827535
439,513036.91037944803
440,598085.5021446908
441,587858.070226806
442,635385.7057143372
443,542460.0717852362
444,885333.6680706058
445,322494.7357925691
446,227244.64531865268
447,365794.4573610658
448,390190.99281189975
449,428307.84161003307
450,310929.33662686916
451,837930.8128466707
452,736264.6479347274
453,680828.8248782618
454,904237.3962790916
455,241243.12057618093
456,521386.70509767754
457,278306.75656604534
458,604749.6043077359
459,362236.4518883519
460,445367.71945000516
461,153224.07566422486
462,741529.6804820459
463,120387.15125988025
464,428086.8538286701
465,611065.7515555384
466,1401931.3817823762
467,458166.94528996636
468,347861.754076225
469,380101.07073834736
470,431016.7295394413
471,389377.7732463653
472,195282.5281175719
473,496213.28077656997
474,512324.2322496456
475,373182.20199501095
476,471403.9533763732
477,1847540.2765829195
478,351205.9092349761
479,628441.0329750247
480,745627.1388748513
481,144348.8234874469
482,328716.70795472164
483,458475.61812995747
484,625751.5213222686
485,558506.6857904987
486,879551.8622846598
487,253971.40983013745
488,1390718.3975864882
489,716253.8457568007
490,802927.1659818338
491,482752.9384483382
492,211928.03380734223
493,484406.1908231878
494,225623.39295458182
495,599886.2793529856
496,683108.9097306532
497,844777.9732663373
498,299875.71132783033
499,332335.5680962644
500,268238.4833821142
501,863696.4184762144
502,427659.4980627226
503,402280.518667612
504,497645.3896017696
505,502840.61209959013
506,511545.3812920913
507,296776.9865828268
508,212196.14624147315
509,252622.4723374743
510,334873.85308135266
511,488785.0006833198
512,457561.1844367644
513,658735.4224709035
514,486547.92899581627
515,469590.2298862662
516,447022.281084907
517,305514.9281405703
518,473598.72216014855
519,740518.3097077417
520,288310.3184119408
521,183606.61665336197
522,606609.0013850508
523,678267.333845582
524,231127.68052979966
525,930074.8574011865
526,654075.2003660986
527,713484.4916904285
528,523701.31620290293
529,163562.56033073593
530,250941.22831802245
531,638995.4140277698
532,498104.22790608543
533,553941.9435023133
534,297025.93097281456
535,360896.21658608207
536,223420.45218826822
537,869165.3054357717
538,680102.3048372872
539,532004.301062201
540,278952.9568646904
541,654947.3397363006
542,644458.4552116176
543,481969.3080004063
544,585437.434190831
545,552664.3982326111
546,264778.982607803
547,526449.072083246
548,1505759.4895806015
549,244725.2294879007
550,153305.65555962658
551,158492.650918764
552,492456.5627486836
553,255596.47663682493
554,919372.9035488104
555,190283.20379106843
556,789805.2733065421
557,302412.04449761834
558,400979.5523762817
559,430801.2037161079
560,627605.2658830262
561,501685.987453985
562,541640.4963020297
563,455382.791546401
564,721816.1633047727
565,605783.3764828369
566,571564.5837460515
567,372411.1074878515
568,748649.6146596083
569,780737.7101681565
570,388272.7530036955
571,410103.8839770871
572,359445.39407002076
573,605148.1941577619
574,397629.92886823916
575,403980.1600756672
576,717374.3171250497
577,300584.46577865304
578,227242.64877558884
579,338209.7108841747
580,398155.4727357486
581,376198.7892186948
582,763327.4023437075
583,329575.11296375643
584,352737.9026124899
585,525727.0157355121
586,545372.5294383904
587,332126.13797476806
588,484059.71864789876
589,644829.6302631404
590,347940.90796159185
591,343114.19903304405
592,493640.11828134593
593,426217.0903083733
594,328619.01345969096
595,588422.9415379729
596,167235.14058379238
597,233855.7765462717
598,702858.6408782976
599,589534.7721410939
600,424289.55888368504
601,625973.1210593033
602,235721.56321556226
603,297444.4476988179
604,611288.3126372492
605,1232087.607180316
606,333534.13216285285
607,1104548.9538531955
608,446080.8960470252
609,3045831.5659023095
610,605513.2483701481
611,201614.92073954293
612,1562497.9699680875
613,844040.2480161225
614,1099064.643918342
615,566793.9529090896
616,198668.2910189143
617,311235.27296720946
618,369017.6307506305
619,441233.5413573234
620,485112.462418887
621,516925.0305915298
622,360965.76020217454
623,279719.12715562055
624,311450.9736162576
625,237606.19571943942
626,673789.0813022304
627,387668.6663371559
628,235210.09498444866
629,1028723.3587013693
630,325677.0873494517
631,411266.82880876656
632,158483.69588306505
633,566576.7980808072
634,557673.7696161353
635,527576.2079880176
636,195703.74977504442
637,345925.62425084226
638,378563.3598036807
639,280258.99647879263
640,1440364.4121103338
641,422246.00208591577
642,589392.2027081862
643,219327.84034523834
644,241961.9164323656
645,768017.9807341924
646,431802.82683485624
647,331366.5995532902
648,766086.6507902608
649,442625.8003572695
650,552265.5131276825
651,1354268.2743853321
652,518314.744331399
653,207361.69560675017
654,858515.6238398479
655,346849.76435460866
656,289848.56137218204
657,302489.3428994656
658,530873.5285962531
659,1122181.8247486427
660,313988.84467229026
661,484382.03075303516
662,1003708.8797292033
663,460230.4616811762
664,352102.74293382076
665,543537.6186080016
666,1131865.0514789931
667,478831.81212918437
668,745357.9562585407
669,120910.15440178488
670,1030481.6390201063
671,248794.03831739878
672,976196.9781982383
673,495621.34618929244
674,160772.14931017035
675,359103.56703320926
676,298444.67682140647
677,545227.7239388
678,302339.1662108479
679,534043.969373748
680,597811.398848752
681,428598.91197767406
682,392465.3153429481
683,479527.4308875157
684,281017.0673931864
685,451136.1313285942
686,359335.86039959604
687,250357.52174874351
688,543166.768965927
689,483660.16033931304
690,2271836.0264409813
691,329260.1391745878
692,431740.89038074575
693,288517.85978316877
694,378908.6896320511
695,412910.908756362
696,298803.65992002614
697,387121.27065900137
698,306904.6436739067
699,586560.5452549404
700,438826.52193751885
701,316933.9955254627
702,391607.75296782644
703,374199.6048806507
704,466966.1683529273
705,2323512.138722628
706,194689.061950139
707,546861.607689536
708,209633.60754414523
709,557417.384153625
710,191299.47262635286
711,599365.6230254647
712,881748.9039819555
713,464162.7604251363
714,1254108.2555025932
715,1582913.5935298884
716,234990.42918405615
717,711323.587335788
718,252889.91174115415
719,414532.6006553521
720,488346.21849711076
721,698018.8321970964
722,627126.1957514895
723,340038.4010467693
724,306081.35988430766
725,705897.8068241156
726,413836.3885254352
727,370114.21101286495
728,303889.86672797194
729,263382.03347782366
730,239477.49102957296
731,609352.607480302
732,600771.3002782329
733,939255.4439863571
734,698360.886685085
735,545003.6989079667
736,573250.630109124
737,427017.90620617196
738,266423.3915158097
739,442731.4057500404
740,423610.88876095426
741,607820.952147572
742,229245.35432890066
743,478975.32856903167
744,709718.2892485947
745,285270.3560876136
746,336491.47115301737
747,398119.47511420376
748,416171.94191490684
749,327255.45604030223
750,367366.02651137684
751,720511.780999007
752,345673.4417652971
753,356769.98662865936
754,217176.77805839278
755,483995.10923660436
756,318836.4179580835
757,278803.7681228019
758,585446.204278153
759,269199.91358821257
760,833416.5113212119
761,357700.21653148613
762,125355.36443887695
763,605818.7576158077
764,412666.91498077515
765,451309.7794441215
766,877822.9931822408
767,1286894.3752871999
768,233147.8519088502
769,184525.70236837282
770,679769.7925537287
771,440019.7718546599
772,427790.01739458845
773,331298.8939536215
774,163711.51230043097
775,266490.28312562086
776,657772.2723816689
777,460009.8839590273
778,328363.2310617892
779,1481240.9919527
780,538840.7427231984
781,1011312.3272844657
782,789237.9840383158
783,901604.2341545201
784,268314.7246852384
785,1775782.6853049686
786,414659.40221257386
787,315356.9278765171
788,337946.16121091956
789,789473.9440014029
790,459817.3724312637
791,249164.41704467504
792,555073.783123825
793,955776.5267077986
794,208535.00613223913
795,482010.44002176565
796,657712.780277014
797,819989.1027998035
798,418249.77554702514
799,248321.4876296129
800,290337.1347362647
801,435438.14276035427
802,196541.58596097378
803,488555.21125758183
804,346610.60726624075
805,708449.3075077378
806,276350.8647605981
807,737275.9383505275
808,852284.2223049406
809,174458.21024988877
810,581053.8295128013
811,1838184.7057120749
812,267151.9153588199
813,719355.5368395904
814,378088.3017391196
815,630773.605725107
816,198699.91665183112
817,336553.373911875
818,226165.57427470505
819,725253.6600219663
820,201650.45580980385
821,1042956.2330661361
822,203857.193516418
823,352512.8776407586
824,595947.3221569674
825,588838.8630666265
826,425691.5068510352
827,499307.239534031
828,513227.2077179017
829,641057.3601338542
830,880829.5049069106
831,559376.4649044393
832,530034.7358609267
833,276683.9930844874
834,236246.081070619
835,285184.1757361066
836,236837.67594254736
837,647336.7787967493
838,454597.7940084657
839,317388.729123621
840,764152.0880436683
841,495416.00546126196
842,535946.9575261502
843,950085.6553488831
844,396453.30315628566
845,492504.97144592955
846,515429.2479438289
847,518137.03861570085
848,781751.1289776613
849,610784.3186544012
850,414566.6882093935
851,285415.18034042267
852,521347.99351373344
853,479147.11904783384
854,702538.0174631958
855,390738.6947671971
856,2064321.1610718658
857,473291.1929179873
858,327915.7514383225
859,502371.0689644964
860,354158.397715965
861,466326.6720628168
862,880770.3915264254
863,333687.90279232094
864,789777.652787821
865,349558.70109461556
866,456468.2773872514
867,307504.83538375783
868,668864.3811895933
869,405377.3126326956
870,338210.38754154975
871,619266.1313439787
872,352413.2557682179
873,701811.6813876525
874,330307.069555406
875,197078.24556829652
876,295784.2860964325
877,370526.4379622411
878,236202.8379099611
879,723835.716351199
880,434098.64718354156
881,316718.4011018174
882,218347.3227208765
883,449355.73385961715
884,500557.3032705905
885,720077.5483906897
886,250545.66565997046
887,893418.1422931382
888,454801.4583411745
889,473482.92188197555
890,589512.4040951574
891,256186.71953765283
892,620521.6271974496
893,1110444.4619246465
894,324477.7603913064
895,999169.6095500743
896,369545.6466343857
897,182938.2225239
898,748931.2358663272
899,772546.681871366
900,402651.9219689153
901,201032.42159777693
902,432143.1658758016
903,525153.9986999362
904,405897.96630476246
905,555880.0054243186
906,1080105.583079849
907,360349.32114013575
908,462436.9391838579
909,2622684.8949144054
910,1440976.5315996804
911,615971.7463268546
912,1271598.0042501767
913,282648.17753084237
914,645644.0448363575
915,411058.38953101414
916,1616535.548148484
917,595493.994754396
918,1866948.454835366
919,1085194.5531498496
920,206207.5333725823
921,498794.1767312571
922,362490.39641938655
923,439462.9162230345
924,268143.63763753226
925,370112.50571402186
926,622188.7117430835
927,379600.5935488589
928,299582.9713832312
929,250744.17762843432
930,244051.39185704873
931,229801.7667834143
932,616190.9713091189
933,589543.8974218336
934,492592.4210777086
935,491430.9031536213
936,1556442.071703975
937,364448.82314593985
938,221710.89550303665
939,554071.7782939989
940,285532.6764033551
941,208855.50243713235
942,458282.9491023042
943,485090.7707240587
944,479194.90216438763
945,333200.62617725326
946,314786.73082708527
947,470207.8091710266
948,677939.4084304392
949,515969.15915579966
950,813438.4367150886
951,589630.4869495125
952,681856.421816381
953,574369.9748303718
954,217601.1773372052
955,409940.0077387257
956,351209.70708889165
957,264966.9817167238
958,805093.4358967928
959,479325.16755766555
960,445600.0806275329
961,285417.1252626655
962,541495.940136121
963,432549.04917215416
964,344583.1327904658
965,385904.0498768714
966,1254472.945477377
967,616127.6118127491
968,195407.84655543097
969,576975.4229002837
970,544042.7522678571
971,737946.7229145928
972,225090.51204229431
973,399757.95804513316
974,398403.8193228429
975,186801.43538246537
976,1602031.0984985903
977,360700.50325134053
978,225928.70547633054
979,371893.7379281178
980,136486.5150686602
981,213954.84748852096
982,882925.8904522348
983,943668.5339449985
984,387623.06110979064
985,599145.7199988982
986,414209.7434721747
987,544524.1988327487
988,307725.46528201737
989,466856.9851395922
990,810810.4600995467
991,999931.544165613
992,347394.00255835964
993,729465.3497812808
994,265167.25154283375
995,462941.2003935401
996,621265.4884044853
997,1234577.8381305973
998,835474.1746880482
999,376339.1118952426
1000,332347.7467113207
1001,817964.9782518038
1002,401969.82955113857
1003,418061.21501179785
1004,562773.7238211598
1005,343792.98476721434
1006,241929.75772366687
1007,472282.769700172
1008,559075.6722033031
1009,571324.5202372908
1010,789317.2443337764
1011,422994.8837009806
1012,2967115.712036884
1013,228587.31459168746
1014,1038776.7818846653
1015,371345.23000564554
1016,516328.4378645432
1017,583241.6207407459
1018,353999.24279602687
1019,605960.8890186835
1020,477183.6247904684
1021,627606.177399989
1022,495259.1018542051
1023,785246.1961069863
1024,418356.0397336981
1025,300484.6447705093
1026,739529.1587807972
1027,655868.3562790984
1028,482086.2761024983
1029,978928.933997212
1030,389293.6989067508
1031,255416.02010283945
1032,665618.207914191
1033,117163.62308456528
1034,774969.3364769946
1035,278304.3951835972
1036,286081.59942914447
1037,1005534.9614738732
1038,2305817.8336794865
1039,496249.7703928508
1040,561364.6796909543
1041,544636.4719679471
1042,399044.60141854
1043,510047.87899812986
1044,559699.8078474583
1045,552961.1018898004
1046,269534.82215119334
1047,716583.222410535
1048,220765.50515895343
1049,317379.8805504738
1050,436276.6162238221
1051,493131.8195740449
1052,522372.946062432
1053,456974.4434777897
1054,265065.89325383055
1055,309410.39662415185
1056,616278.5973129685
1057,236420.79814348603
1058,218691.21583652915
1059,468733.48219179135
1060,759291.9410595632
1061,227230.6426737138
1062,225194.45301833557
1063,295884.988590088
1064,513368.64338635333
1065,453538.11823399714
1066,301425.75834371825
1067,905895.0372694763
1068,522235.29217264045
1069,261676.80330948727
1070,440502.0084233094
1071,238531.0544855407
1072,675531.7955434348
1073,603774.5470029218
1074,228524.1506912053
1075,493766.2135656413
1076,1580182.7555665965
1077,1008725.1658928577
1078,530395.5311645826
1079,513231.6196517716
1080,310590.0446818095
1081,390974.587242587
1082,517717.5273834159
1083,607476.2324683287
1084,251084.98566719884
1085,1152441.2347357897
1086,203112.8292986488
1087,394328.51114766276
1088,841675.7651064892
1089,564177.1917059701
1090,172384.60074700345
1091,396254.5359726131
1092,1345899.523006537
1093,371578.29779941024
1094,766947.4055405662
1095,338335.5379664417
1096,428984.4912605008
1097,813869.3548302355
1098,503317.512413429
1099,567220.9167012594
1100,685551.2640014417
1101,209077.85286941705
1102,754389.3006273005
1103,1078930.7011373679
1104,283374.0311401895
1105,607223.0779331299
1106,298294.7609930821
1107,227513.89002158633
1108,239912.15150989528
1109,360176.18977391033
1110,1012971.7493469175
1111,381564.88544282876
1112,923812.6653174172
1113,199417.63261420402
1114,632990.4728143979
1115,583236.3779225036
1116,248679.74169743355
1117,964159.5245735693
1118,767899.3877114095
1119,2462553.8118951796
1120,460068.6677969111
1121,666650.2105056391
1122,1514604.2619399256
1123,381515.82289552625
1124,1416789.2706578355
1125,974190.6304479501
1126,469996.47959554155
1127,214264.09096825353
1128,523945.2191107064
1129,317132.3688630845
1130,330041.79320013535
1131,308491.66589507146
1132,86287.82135132473
1133,524904.2631348628
1134,215555.07584708068
1135,454491.7289346554
1136,1025935.6249094328
1137,1873606.0658872933
1138,721647.9437587988
1139,243036.54878338412
1140,404306.6914746596
1141,559793.6300481916
1142,1805552.2409938676
1143,261569.38800094172
1144,716332.0630429247
1145,660903.7675391148
1146,261898.62110707953
1147,823933.3490424773
1148,528424.4672046467
1149,374196.95388909784
1150,303341.17560976854
1151,353866.35952788993
1152,753335.712096958
1153,749989.7863881965
1154,374405.56847994594
1155,339943.57578781515
1156,281340.10788929265
1157,603203.1143916317
1158,336798.64756759536
1159,393282.27495158126
1160,317517.077668397
1161,784200.3850141426
1162,370856.0776542702
1163,192280.47875721756
1164,927860.7744273711
1165,2344264.163294772
1166,193466.22738259973
1167,474285.5696332643
1168,526846.3537996621
1169,293672.21255788684
1170,1031073.0185186205
1171,988217.6717857661
1172,224006.90231920246
1173,459110.69431748684
1174,178296.70485427685
1175,678270.7506929797
1176,276053.346132396
1177,364104.5525610455
1178,162150.56176511236
1179,304439.13917101314
1180,106387.9957417199
1181,733487.4848939681
1182,211978.27301940866
1183,616915.5394104184
1184,744257.471817065
1185,653502.7767468956
1186,367736.6162684094
1187,3337032.3602668154
1188,110878.70957711746
1189,407953.939278531
1190,346470.17371219164
1191,201102.61763623086
1192,2513431.8075148556
1193,529188.3671514301
1194,313628.19974885386
1195,897392.7056201728
1196,206037.0196928589
1197,470089.4910619569
1198,530801.7185541443
1199,424266.62571036315
1200,602341.1013667366
1201,667007.8039393569
1202,607940.330564689
1203,560028.7423684318
1204,763925.1055822547
1205,727934.15249714
1206,321087.0619243578
1207,279968.98258792463
1208,148626.2456743612
1209,630413.3878159276
1210,377628.4498471452
1211,455610.4951466733
1212,524716.4197381127
1213,386073.5725652883
1214,441318.75498817005
1215,631591.39538185
1216,413731.7896513395
1217,523004.90030909085
1218,220441.84908969834
1219,758818.0636568544
1220,360761.0588743631
1221,1926775.4855568158
1222,841835.4410080945
1223,262378.9710780186
1224,281699.21099714463
1225,527209.8143441767
1226,826741.9799715907
1227,554331.3648856916
1228,404916.21955980605
1229,1112147.4458723483
1230,854148.9029036696
1231,555044.3389331815
1232,337053.453028947
1233,600841.3356316687
1234,427052.2003975008
1235,618281.5459800872
1236,516996.80388771335
1237,265556.08104950516
1238,248205.85780483927
1239,1060228.4457934825
1240,455270.4066649023
1241,394636.80735293066
1242,392450.805648881
1243,565808.0085620431
1244,520858.62326956284
1245,1149160.1451718495
1246,636356.3682334733
1247,254443.95647603142
1248,469168.84450245486
1249,524428.5288300978
1250,393282.6234011129
1251,417854.5580886719
1252,568559.1445298337
1253,907866.0446445668
1254,609049.2206550874
1255,309014.6701972191
1256,288188.6085345936
1257,485327.75835533073
1258,853319.6319658394
1259,128880.67674750934
1260,573885.0952589375
1261,534338.5336735838
1262,705119.5219871522
1263,298639.97878686176
1264,728570.7098343791
1265,1003418.4447028007
1266,2806150.1851829924
1267,499739.5909422245
1268,268876.09112019057
1269,451103.1286914553
1270,420867.75397936016
1271,364739.9515913509
1272,554109.3309459402
1273,684212.9101949313
1274,174495.0628086945
1275,218248.639193154
1276,214599.61693754751
1277,549089.0402897585
1278,810715.661783844
1279,413638.8116616211
1280,588145.6168641592
1281,202983.70333780086
1282,290958.97323754535
1283,681226.5451812203
1284,420103.42524431495
1285,895713.8902624951
1286,354710.7739222673
1287,309565.8438558016
1288,281966.2725796184
1289,144488.73842373514
1290,416728.5146833684
1291,446738.1816056494
1292,447207.4668303998
1293,637503.5512626108
1294,276728.37208580214
1295,549012.9375174968
1296,206188.25840729685
1297,172342.01257164832
1298,976551.5680803178
1299,670852.5650312735
1300,247180.6646066187
1301,502574.62416302797
1302,562786.229690993
1303,494647.42540505994
1304,1589351.037898112
1305,184787.30774945795
1306,576562.4548608925
1307,201143.18422222903
1308,381972.56287830934
1309,695555.9242930848
1310,240794.6960881474
1311,496483.71480948094
1312,261560.4217931047
1313,853013.0072058865
1314,587655.0251079861
1315,238625.1792191917
1316,1135477.874444182
1317,1212910.902564642
1318,377305.35271141253
1319,551670.0330453231
1320,257430.45243168686
1321,286171.8188700461
1322,377325.4561381599
1323,469635.6663319991
1324,506564.7976291941
1325,494853.5623783849
1326,345920.78731079726
1327,349343.36937800347
1328,377745.5080991146
1329,685169.2462501719
1330,297320.83252790547
1331,610922.3087976773
1332,499685.42484715674
1333,511462.405807539
1334,650689.9244773197
1335,541912.9303425655
1336,1328275.089269043
1337,177169.3972280334
1338,1263151.7119388278
1339,469136.23110788065
1340,632356.1785098447
1341,1530255.2286821706
1342,847389.9862370812
1343,474554.8084443584
1344,601762.540227297
1345,129871.46548226906
1346,684943.3133868685
1347,203470.21903900447
1348,586562.6012952959
1349,411983.7451542581
1350,465197.0375210602
1351,577447.2661807046
1352,374868.1907746733
1353,856599.5405483402
1354,358215.21916721854
1355,413650.8922350498
1356,224046.47519235007
1357,508466.7424740752
1358,409126.1671070588
1359,669492.4230774612
1360,450474.4225713215
1361,889539.2523186421
1362,511684.31547771546
1363,324543.33160617016
