,0
159,-69828448016980.23
160,-473603473201044.3
161,-441312115921896.8
162,-322430781714500.44
163,-412083731159972.6
164,-196968773366983.06
165,-1242984949778004.8
166,-118389377238152.16
167,-16088476625005.043
168,-170484384843866.53
169,-1090612550117498.4
170,-213242380854822.8
171,-245521014619688.7
172,-7305766523877.332
173,-445810450002271.6
174,-387812088014749.25
175,-1868835245585346.8
176,-29732163434317.535
177,-128141574642434.17
178,-340907310134295.6
179,-240100710109036.9
180,-1242943208156745.5
181,-616803146667632.8
182,-483589944257838.9
183,-397373877707565.7
184,-2584792150864460.5
185,-83536883934790.3
186,-889192904339592.0
187,-326909669485998.2
188,-109090691250899.66
189,-9720280641211490.0
190,-2528020013338763.5
191,-492737073745463.2
192,-313513333935145.56
193,-313513333935182.06
194,-61374708804080.29
195,-220269454532299.2
196,-30786699123556.715
197,-1.5659001143949172e+16
198,-492759140889671.2
199,-450042984325496.06
200,-599435437973377.1
201,-192778844556588.22
202,-921678708817678.2
203,-78705399604489.78
204,-1.1841850835350838e+16
205,-300246078658655.56
206,-294008363058381.8
207,-459328392786896.75
208,-40090240849746.0
209,-170496212154836.9
210,-249083804537837.78
211,-87835033986183.16
212,-2.387735645381101e+16
213,-255786724624440.3
214,-682017358049854.9
215,-501367233166898.56
216,-251903748620388.0
217,-166849147844789.12
218,-1264380704930132.0
219,-72398740925332.1
220,-302959102244558.25
221,-151181847848278.2
222,-216427528744301.03
223,-100454897762546.17
224,-75770873467982.89
225,-1.3596227159029762e+16
226,-682105173983225.1
227,-351183581123595.0
228,-336013089493989.1
229,-128151997423154.16
230,-45211248807752.62
231,-646949706815823.8
232,-48482262980261.91
233,-455987784932145.94
234,-109115190833860.14
235,-60347238630603.32
236,-128054106611639.75
237,-132028542031264.14
238,-882099316360357.6
239,-176144282458180.53
240,-8018982457667336.0
241,-125613374844345.06
242,-245578220513645.47
243,-1152627493589097.5
244,-414931704527939.44
245,-1009573532302214.2
246,-682024483068594.9
247,-90293259452709.86
248,-669569369788277.9
249,-2252115256322610.5
250,-52567711013593.76
251,-881159618760052.2
252,-170497023350497.03
253,-6.8957282087221624e+16
254,-294535708070015.9
255,-90805170645023.34
256,-157742837704066.0
257,-218981088445876.2
258,-315513510992153.56
259,-82585119753141.06
260,-116039292104347.67
261,-5657027449955583.0
262,-291915434389167.25
263,-1431961104925399.8
264,-170437445334399.06
265,-1745972874815043.2
266,-148810457036908.8
267,-7948067891653.169
268,-1.5927609681878678e+16
269,-310035201403767.75
270,-125888321198380.08
271,-243976871703088.5
272,-194419649866766.66
273,-27265347528523.223
274,-48479761950175.59
275,-210317383831890.38
276,-1092075862038347.0
277,-264915059542657.72
278,-469070421394200.2
279,-143238484113557.1
280,-459182378493960.4
281,-3.1091473809466452e+16
282,-94745015480218.73
283,-226013422829260.72
284,-60823709056604.375
285,-293534903098953.9
286,-1.3486344447745306e+18
287,-51563203924711.49
288,-4176115045391.1245
289,-445076332813959.44
290,-266406973550253.1
291,-266406973550290.1
292,-151175881944396.94
293,-2.5972851261572548e+16
294,-156802507001771.66
295,-245515563581505.72
296,-8845702218943677.0
297,-93400997000535.42
298,-216755525440120.28
299,-156733470898962.38
300,-254733967911090.97
301,-380910057737307.3
302,-120305117321039.45
303,-411629600308676.3
304,-143232826372672.4
305,-351983959369845.3
306,-2.09658653815233e+17
307,-42616339509069.21
308,-95904399693538.22
309,-189170728054517.22
310,-424287558679157.3
311,-120286747058321.0
312,-185006965392781.94
313,-185006965392781.94
314,-185006982101178.44
315,-128066181652623.1
316,-179855531954867.53
317,-1016929613260049.9
318,-120286719400714.25
319,-148516058875572.97
320,-815902299826706.5
321,-769939723620703.5
322,-170491280520267.12
323,-464198875439599.75
324,-265418902206072.8
325,-271897550331762.9
326,-232071750270739.16
327,-548554587628758.3
328,-303109304581302.94
329,-112579430115049.69
330,-1.837733513100903e+16
331,-248943127659318.66
332,-133027273937849.7
333,-1491069573939910.2
334,-113922397045987.47
335,-210062498463654.53
336,-837761014673863.9
337,-260051364946089.62
338,-475704901834751.3
339,-395892888890751.4
340,-75761128648247.11
341,-170505083794006.44
342,-117386522304257.3
343,-180880681778431.9
344,-175942939022643.25
345,-1023886892038491.6
346,-690572175266556.1
347,-3780958129075200.5
348,-301320868562562.7
349,-733309606993624.0
350,-69676396603592.055
351,-170494558439610.2
352,-106853227943184.72
353,-75763527556355.25
354,-9978136314964.11
355,-321575806181443.44
356,-55279742681771.945
357,-100160878616064.98
358,-7062424155622574.0
359,-75760956596730.58
360,-146501576931886.62
361,-522172699734189.75
362,-334187026716270.7
363,-98990834877936.05
364,-648353942765762.9
365,-379350310120424.44
366,-294048961630347.0
367,-543341159815373.8
368,-141182078584163.34
369,-5.306704348756323e+16
370,-61364987075382.98
371,-182050233852750.06
372,-160921412433767.62
373,-429156297356959.9
374,-1081927834001367.4
375,-2.3651422668074518e+17
376,-48480129733133.33
377,-123706236729264.12
378,-961766473027414.9
379,-156687869689763.12
380,-308277919904133.9
381,-574332277743950.9
382,-1258375454445860.5
383,-334187235535079.4
384,-66590301348085.56
385,-159087364510082.5
386,-732476771448120.5
387,-2.6109460088560733e+17
388,-118367143734089.16
389,-3760063672909730.0
390,-5056424956452.007
391,-582015370527063.6
392,-4.310285251905294e+16
393,-1020670616602439.6
394,-275003262895111.03
395,-2126695067717136.0
396,-343781379729514.0
397,-52252394551666.95
398,-534449029649101.8
399,-5640697801397003.0
400,-380211880206987.44
401,-1.662222798089156e+16
402,-118359892019859.25
403,-347358414000321.9
404,-245452589190986.34
405,-157669790553597.1
406,-1534548802548294.0
407,-110941266876110.03
408,-401041269734345.44
409,-102305379884287.08
410,-326571085156752.2
411,-266410043876196.5
412,-1.0796061674813506e+16
413,-206275292387152.06
414,-317146733684619.3
415,-486871207343163.25
416,-128063130004742.16
417,-4426182158854850.0
418,-1152627743740926.5
419,-159301533455304.78
420,-710357522448564.6
421,-190954488888892.22
422,-1709799718489023.0
423,-366744167865473.7
424,-270686950042542.9
425,-895041444227513.0
426,-182043557621615.97
427,-83541694899854.81
428,-73992826828593.14
429,-454023649951823.8
430,-192769928794191.28
431,-106837000187352.52
432,-240830675412515.25
433,-143442288925203.12
434,-37250861609456.484
435,-159868670932683.6
436,-6.525584235539623e+16
437,-1.9599936554284707e+17
438,-498574226693659.1
439,-225283744072004.28
440,-128054986134558.11
441,-334179546945340.4
442,-71101983946309.7
443,-324860656442867.06
444,-68369766082287.89
445,-75774041489609.16
446,-265335843147026.16
447,-221196226492083.0
448,-708524446866452.8
449,-123186394445529.84
450,-109116090219474.94
451,-180894446989872.38
452,-43306160253136.02
453,-8794621665028231.0
454,-829183533285250.5
455,-254603593493189.2
456,-450233475593148.75
457,-316443944473449.4
458,-442410389799656.44
459,-128061800162819.97
460,-502148413785520.7
461,-128065007502903.02
462,-4.261537769028614e+16
463,-255864399610620.66
464,-366771213084531.6
465,-197019578838083.72
466,-6206611478032515.0
467,-311560068062382.6
468,-170500612847703.16
469,-244900979211892.75
470,-230406839040486.28
471,-260182226713999.78
472,-107307559833774.73
473,-1.1072757506289926e+16
474,-1.1072757506289926e+16
475,-485537068581861.94
476,-153874486996171.84
477,-1892424542521579.5
478,-144456254606574.66
479,-651340574766715.8
480,-740030943670923.2
481,-40542045881274.63
482,-434942338050104.9
483,-180882234744659.38
484,-5071390649919.181
485,-170493444486227.06
486,-170480619059304.5
487,-521380916615671.0
488,-876006660152505.1
489,-118382860429088.47
490,-135542633450210.98
491,-51560760706397.85
492,-136828137815705.19
493,-244908881487221.22
494,-686575845725065.0
495,-755752760011224.2
496,-118384840928321.56
497,-93432885112272.12
498,-70694648720966.52
499,-598904314783992.1
500,-172373771107106.56
501,-82658287641410.33
502,-670354626004111.6
503,-916671523161169.9
504,-118397763304598.69
505,-356915875310079.1
506,-396263105394796.1
507,-1065667629163070.4
508,-3508005234974706.5
509,-228365452038929.25
510,-2.2168465812902134e+17
511,-67662801242249.75
512,-436491627181134.7
513,-184998599953340.62
514,-7807211238324084.0
515,-591255776444551.2
516,-83633351035151.5
517,-248940966795425.84
518,-154955888121514.72
519,-566281535278195.1
520,-1015817243723051.9
521,-232071911118982.12
522,-321566357013481.25
523,-267242805091768.22
524,-64605293369787.33
525,-72010850513093.27
526,-863165489907906.8
527,-4.920961682243349e+16
528,-162077744724344.22
529,-118399636604863.47
530,-300392835184344.25
531,-82396501078582.02
532,-445612935371972.0
533,-92895722677138.7
534,-249628900444210.97
535,-1.3930310867452713e+18
536,-550394733936962.3
537,-276686204304095.44
538,-403904579001138.94
539,-19951278258634.434
540,-436495463788085.94
541,-138101631161620.27
542,-37321144775743.51
543,-243996716197427.7
544,-463163036884939.4
545,-2744955372530451.0
546,-436302953770551.75
547,-250645191006785.25
548,-1222302751623945.0
549,-863189148367073.4
550,-144573011638381.06
551,-238416909050931.16
552,-177388840229407.06
553,-100210795048787.08
554,-95892155512489.7
555,-95906203749789.94
556,-140658479751437.08
557,-3229914167588271.5
558,-332417979944466.2
559,-574857086372125.6
560,-170488937816305.28
561,-845624823224153.2
562,-845624839932513.2
563,-2756150035579124.5
564,-2593411644406644.0
565,-306141871316599.8
566,-56223863620368.06
567,-303099454836558.7
568,-179118264459456.66
569,-241430655549113.03
570,-560644605598634.2
571,-199489705301757.6
572,-639518041550948.9
573,-130458851918110.16
574,-115807571212976.73
575,-349147419117123.8
576,-383607680459830.44
577,-372041254350499.25
578,-562718065145710.0
579,-170479933796152.12
580,-1585457053636481.5
581,-283568694729661.56
582,-380199272348077.75
583,-1195888791116659.2
584,-9720300394897916.0
585,-87765031698350.33
586,-85128538693192.67
587,-3.030750230405791e+16
588,-90640539891323.14
589,-66584284834550.61
590,-151186965830731.75
591,-289627028565686.6
592,-322343261865566.7
593,-192785743060562.16
594,-176109775299163.6
595,-75760648397266.89
596,-107310072060204.66
597,-107311615652885.48
598,-700774341034711.9
599,-334177545003959.5
600,-4187742546610745.5
601,-689980415918801.1
602,-222884740962036.47
603,-5.6169682025574264e+16
604,-61706989450648.29
605,-1.3893200780208772e+16
606,-75775289841194.25
607,-6400853012392135.0
608,-239698637572442.53
609,-1063626649657015.2
610,-170495623707471.7
611,-255858604501032.8
612,-842958357318508.8
613,-324068782299123.75
614,-1160425407405162.5
615,-119631076532841.31
616,-1068798789784317.6
617,-324850782078739.56
618,-312283151647346.6
619,-9400284133387640.0
620,-87560158139721.69
621,-322335159669997.3
622,-320012296641509.1
623,-242530278992639.75
624,-779027678817527.4
625,-263210836076250.8
626,-826349986290946.5
627,-4538226741218.501
628,-372376458236302.06
629,-52568895728979.375
630,-1.1679466742612432e+16
631,-49958044275948.97
632,-170499918906093.94
633,-137380078744020.61
634,-10656475641151.895
635,-7374935195255287.0
636,-167109731462527.56
637,-45214507807429.38
638,-56873274630901.78
639,-7327532319951.538
640,-436460382189150.94
641,-118397697191052.28
642,-38915267000687.5
643,-383624800703026.94
644,-245526402946898.44
645,-177375871424409.0
646,-8987124126260950.0
647,-681675990523884.9
648,-436437070029935.4
649,-150216445263810.03
650,-191559058439587.8
651,-664232822621969.2
652,-53143701880598.37
653,-3.1764292665723364e+16
654,-15329806393853.951
655,-597621733749733.8
656,-279938164831258.22
657,-318462171906407.8
658,-67472506449123.7
659,-5858160783387849.0
660,-56326818612099.76
661,-465598815423858.25
662,-75757371535945.33
663,-886358024458009.2
664,-23452337365669.152
665,-55377430413643.69
666,-143249200610864.03
667,-404182652890230.44
668,-75761736037383.67
669,-193985509655770.88
670,-2007901691738126.8
671,-1661562340778585.8
672,-965108792831695.5
673,-1461783722559791.8
674,-507358801479627.5
675,-288739633936923.5
676,-265837484494065.5
677,-255848343203544.88
678,-383029101979916.06
679,-7324178201172319.0
680,-302264108203919.75
681,-118435546462911.0
682,-188066713842331.56
683,-447011568295757.75
684,-542560741977322.94
685,-201755663020290.1
686,-522174974681703.94
687,-642267806574257.8
688,-6272335026767.13
689,-486577897298211.9
690,-2461648329394262.5
691,-76720128663340.4
692,-109112985069708.17
693,-543269252220921.4
694,-206303586099972.62
695,-305987361996498.94
696,-659239198365729.0
697,-401309958769206.25
698,-44218908845109.3
699,-414377905820165.3
700,-13102320387458.436
701,-29804027193864.203
702,-22728534673418.46
703,-1131585712123785.2
704,-596766980869525.8
705,-118343879835047.73
706,-240636558847920.0
707,-5086847995244476.0
708,-740048947331853.2
709,-583548234644726.0
710,-708764971429122.4
711,-714436149342574.0
712,-66578615557300.18
713,-279344594949351.16
714,-1791183647998092.8
715,-431665436568640.1
716,-135559767640517.28
717,-11645604733971.926
718,-364694135908099.1
719,-108206692231127.64
720,-2332876759788.9663
721,-75766005641769.12
722,-157280294032099.3
723,-245524100912924.88
724,-260680746513146.1
725,-462313189014676.0
726,-185266074701128.38
727,-415289243105326.75
728,-263568681737886.88
729,-1230291336532516.8
730,-301745329421321.4
731,-383621039495915.25
732,-11477633644758.299
733,-99756493417870.2
734,-344495944527371.5
735,-395638668144858.5
736,-118396159355047.83
737,-75771943919433.28
738,-299327740109759.1
739,-257596400060405.06
740,-186907751908514.12
741,-320005017214907.7
742,-343157837844523.3
743,-1587173506696567.8
744,-577666492714277.2
745,-134079195284482.2
746,-441956307401006.6
747,-7823388639740395.0
748,-4883127500843475.0
749,-342256914378892.06
750,-242982172614101.2
751,-75762318731682.4
752,-383634549217232.6
753,-5862858003075439.0
754,-850322271440618.8
755,-784485879166297.0
756,-1894520294668459.5
757,-1906487551083207.8
758,-142161568831100.25
759,-114646847411393.38
760,-1338165901372768.0
761,-213871953382975.06
762,-80391667745687.23
763,-80383426636007.19
764,-1083211288887066.4
765,-396172219450790.56
766,-155865342054163.22
767,-1119576400894216.8
768,-492761763714328.06
769,-109121902180490.31
770,-2540509437970752.5
771,-298955166237559.56
772,-153523665672344.97
773,-8.917501605027437e+16
774,-426008350925877.2
775,-392201391640169.7
776,-366759343385816.0
777,-69825696828762.31
778,-552230021660701.94
779,-441388459662237.2
780,-147509720656170.34
781,-473604894137424.9
782,-216099126190613.78
783,-630263883594542.5
784,-383630455968925.7
785,-42580715189775.85
786,-351102002417506.94
787,-45502593048093.51
788,-303100390903572.25
789,-62250103438825.26
790,-491401429512099.3
791,-170662505171511.2
792,-32003724237196.938
793,-48472581252124.44
794,-334189784906890.75
795,-618766978841045.5
796,-260666886964561.62
797,-75761642707293.25
798,-42383688252010.32
799,-127749003326819.72
800,-338181487829148.7
801,-651675625877794.4
802,-118401596133767.89
803,-204792200511713.9
804,-74577870134094.03
805,-116404971534350.77
806,-250109194529349.5
807,-437562892243804.44
808,-464235625007141.5
809,-310744607862419.3
810,-54741360869642.23
811,-2665447653342908.0
812,-118398036925330.89
813,-82478029408206.08
814,-1.1273309567959644e+16
815,-248040645933897.88
816,-140617859931770.94
817,-246749748438762.84
818,-316510861564716.44
819,-430297862026724.2
820,-310742428060864.94
821,-694507317583998.6
822,-237271330609755.53
823,-1261483828721342.5
824,-379787294807398.44
825,-27268925488478.32
826,-429790165813457.2
827,-13005109049336.955
828,-132028500735670.12
829,-726482439050016.8
830,-2.2738122233851798e+17
831,-280770142820339.84
832,-176205811901779.4
833,-513848695811983.1
834,-353557517164000.8
835,-60681334819840.99
836,-303488968771667.7
837,-215773722647274.94
838,-14165621273748.334
839,-433401199718194.1
840,-483126890289111.8
841,-361622528953291.7
842,-31518889587892.74
843,-1010536837165274.9
844,-269248946424157.1
845,-709098335023730.0
846,-245508178821176.75
847,-250998253547419.12
848,-807655526794609.1
849,-104598807679437.27
850,-707255076487358.0
851,-95884482427970.8
852,-7490507932603386.0
853,-611200043971462.2
854,-78048533120105.02
855,-355105176414722.3
856,-2663860493504563.5
857,-181855389004388.84
858,-64466864821335.52
859,-68377343257471.25
860,-123172885152722.06
861,-303111917013479.7
862,-7757659232439171.0
863,-441507251279519.4
864,-373615620242360.44
865,-644140573315631.8
866,-80385664814913.11
867,-1709810044121361.5
868,-1.0097652255668854e+16
869,-448935412070574.0
870,-123662138385166.75
871,-179117168279860.22
872,-228131439097958.6
873,-143247192619099.2
874,-17996757194498.87
875,-29119171574363.465
876,-3118820480638345.5
877,-615837773454919.2
878,-448391324892553.94
879,-109107041877726.8
880,-67451042089871.11
881,-835034732938154.6
882,-519891206269122.2
883,-123182773643776.12
884,-80387819793711.4
885,-75770157764832.88
886,-359889404591879.25
887,-7150457278407.1455
888,-2152865098402195.2
889,-6.669580063127163e+16
890,-481795909388548.9
891,-292153111285974.1
892,-89603709859133.45
893,-8210714308952880.0
894,-982111735360389.9
895,-200006530413383.28
896,-267031978515776.03
897,-170500127857332.94
898,-149031560317685.2
899,-170496509988612.47
900,-70851635663914.47
901,-246201082147028.3
902,-1560252264363686.0
903,-311949897458778.0
904,-150385791355598.84
905,-436481029340274.3
906,-928257250794245.8
907,-795517168052854.0
908,-151707459202188.8
909,-8078715157858621.0
910,-820804845596415.2
911,-2.2467867929361872e+17
912,-170486170310396.66
913,-42614183598954.945
914,-109110592670465.64
915,-445703809559087.7
916,-436431675410001.0
917,-38452917065965.48
918,-1442176245993952.0
919,-5841830825548170.0
920,-63984684897339.555
921,-582716290324282.5
922,-1.2104674317306192e+17
923,-384653700233628.6
924,-318454403568633.06
925,-38293544325810.086
926,-1.1475270295937976e+16
927,-424205302500340.0
928,-6518210458559.315
929,-331164359623570.44
930,-206304685840998.47
931,-254878047541052.47
932,-13100975253646.078
933,-229884064752358.72
934,-1221763138046089.8
935,-288145092634098.1
936,-115881005478786.03
937,-8.987151078929865e+17
938,-3214341363657204.5
939,-180871750479539.47
940,-636762454315092.4
941,-431776066642986.06
942,-31174718051708.375
943,-386194642251967.94
944,-386194642251967.94
945,-282625853194242.3
946,-325406808428378.06
947,-61368860280428.18
948,-699155974723755.8
949,-88910847287166.98
950,-4952397496218291.0
951,-1.3596215458095134e+16
952,-109115496946388.8
953,-245521700452913.8
954,-118403470848983.55
955,-69825902331076.91
956,-1348743391987708.0
957,-323288074780148.75
958,-1617482183992584.5
959,-329087688339715.44
960,-79131909072179.2
961,-103502721161709.44
962,-470923408330956.0
963,-445993968959156.9
964,-653339986581912.1
965,-78828676516390.75
966,-143232337921372.72
967,-4610529937472622.0
968,-245518470082610.75
969,-376219334394444.3
970,-68410340138683.48
971,-1.0177337553516082e+16
972,-170497124632459.7
973,-991281154852918.2
974,-75770481758818.02
975,-170499679920423.88
976,-926864566995300.4
977,-612828503989026.8
978,-608084635555837.0
979,-34515817219797.43
980,-82709147938740.78
981,-198875716981339.53
982,-1242969610515028.2
983,-427078905347933.8
984,-170481214563131.88
985,-1.4247396194897824e+16
986,-138089356813299.1
987,-143255382801318.06
988,-383619332031088.8
989,-7580993134193.722
990,-346148154231204.56
991,-667827547894995.9
992,-392355292176314.8
993,-7281462429994.091
994,-296564617902346.56
995,-1.1914437118054338e+16
996,-61358377498437.34
997,-4.877887275103702e+17
998,-2.2144474611387388e+16
999,-175125372384335.7
1000,-216235999429015.78
1001,-204059653252612.47
1002,-934411519738885.6
1003,-5.982122413148949e+16
1004,-20795885863254.934
1005,-317066112527092.3
1006,-917743318300886.4
1007,-43500223853888.305
1008,-1346822595447299.5
1009,-138092969175913.72
1010,-200091406246933.44
1011,-128050039910031.39
1012,-2237959504090993.2
1013,-255854720696623.94
1014,-209803294475387.4
1015,-7.874105521910214e+16
1016,-258345345389418.4
1017,-1152610149356747.8
1018,-75767035257157.92
1019,-383623014744597.2
1020,-54707232671943.3
1021,-4141366116548.6772
1022,-202195798347509.56
1023,-222572094663355.5
1024,-800419507504599.4
1025,-216747333813894.4
1026,-75761777996377.08
1027,-48489260954303.21
1028,-2.1578137917064432e+17
1029,-80565777872038.89
1030,-139330602439714.19
1031,-5968992198540208.0
1032,-180014685802814.66
1033,-452462142088475.6
1034,-727508376991626.0
1035,-273486376342986.2
1036,-243817179600496.3
1037,-151528147729791.22
1038,-2747423432493263.5
1039,-168229321317638.25
1040,-87559203478750.16
1041,-65267421671820.88
1042,-232034597301159.34
1043,-1.4741171750585238e+17
1044,-1128364693102907.0
1045,-77827739637312.33
1046,-314663269929481.7
1047,-153863526972308.94
1048,-156587323060359.7
1049,-118364251925294.31
1050,-143892184227012.22
1051,-377253527049086.06
1052,-313193288155927.3
1053,-348642467095341.7
1054,-124152117667394.97
1055,-831388387942225.5
1056,-173345845414318.9
1057,-60817585296101.21
1058,-578300888341796.8
1059,-170492995760382.9
1060,-346860290383561.75
1061,-246198043777964.9
1062,-279786454622006.5
1063,-243884018735775.1
1064,-26142699199303.258
1065,-9270919041461.86
1066,-77809096933598.2
1067,-780808533027175.0
1068,-493244960114494.7
1069,-310894491734333.0
1070,-8987137167195824.0
1071,-258373327822085.4
1072,-37619427177440.32
1073,-311244987076014.56
1074,-343074825270411.25
1075,-6965868251600307.0
1076,-5825532484096795.0
1077,-200067303176105.22
1078,-508333851181141.7
1079,-616699409019112.5
1080,-95872456282825.17
1081,-1097017249844306.1
1082,-186310241698163.72
1083,-304773263863433.75
1084,-222095706732502.7
1085,-121001657386488.33
1086,-266412399079042.7
1087,-239415667711105.84
1088,-18360450884996.43
1089,-2.1578139351660346e+17
1090,-436493816509021.94
1091,-266402490626793.28
1092,-384876791828743.94
1093,-290292161694765.4
1094,-6832813852883152.0
1095,-778787156017899.4
1096,-2.981705852257704e+17
1097,-184387640275161.03
1098,-47288439425262.055
1099,-191565782927579.4
1100,-1427707148161210.0
1101,-246203258444453.66
1102,-400627177014298.44
1103,-18306365020139.836
1104,-196601245718858.38
1105,-182435526171565.16
1106,-371454767125182.94
1107,-358485622495610.25
1108,-220808457722784.25
1109,-277173027427361.94
1110,-791808248199003.9
1111,-9877130280971.809
1112,-454099906630154.2
1113,-191574006862967.56
1114,-3.149668298005781e+17
1115,-52822271406951.32
1116,-342589237772322.2
1117,-238598371371389.28
1118,-75757491647662.28
1119,-245466562656201.84
1120,-13294181371211.27
1121,-118397280907241.86
1122,-2765968660793852.0
1123,-607445625589576.6
1124,-915837187297169.4
1125,-366751415083394.25
1126,-173548207910001.03
1127,-322359137303062.44
1128,-1585271225749516.0
1129,-109118655137607.55
1130,-342917081683216.7
1131,-203314811446739.3
1132,-682025582222667.4
1133,-83534409981598.02
1134,-302506616992730.4
1135,-177202593712536.22
1136,-170494269937516.06
1137,-9148663483391986.0
1138,-118392160221953.08
1139,-552433956686723.94
1140,-710967706278129.6
1141,-211132032829928.0
1142,-2004028536611165.5
1143,-279787688236573.47
1144,-75770616874598.06
1145,-120293194259045.48
1146,-394368299180091.75
1147,-21786902962617.195
1148,-1136566403416210.8
1149,-4604205688858.364
1150,-78832401014137.7
1151,-541925847864722.44
1152,-106843550753611.47
1153,-95027499977201.4
1154,-3532738832807.2515
1155,-223333662811733.9
1156,-284454345820702.9
1157,-170486831943500.0
1158,-1380254867723685.0
1159,-283733863812960.7
1160,-448393966850007.44
1161,-8666089183600283.0
1162,-171676168772642.25
1163,-280809356914475.88
1164,-1.1679448280503816e+16
1165,-291815136254152.94
1166,-394450042433168.1
1167,-7870301420293.583
1168,-59678216216967.28
1169,-168158803274464.88
1170,-6698528479746710.0
1171,-488384508928944.7
1172,-232066988549294.66
1173,-303418929580548.4
1174,-310744201107630.5
1175,-82653067983304.23
1176,-314979197769362.0
1177,-1073218351203080.2
1178,-348655221004800.3
1179,-109301614592361.89
1180,-34235425548307.727
1181,-548326275074051.7
1182,-616610358381339.1
1183,-248590391120625.94
1184,-37125302438522.484
1185,-213235864448852.78
1186,-203874239475428.03
1187,-653775614918497.9
1188,-8017143977449.36
1189,-1.36216147218776e+16
1190,-245113636549809.03
1191,-1.1679508449896628e+16
1192,-357899914830406.0
1193,-364020806315864.0
1194,-540125129204485.9
1195,-54734625455716.016
1196,-29592858125758.508
1197,-338175501404596.7
1198,-5522787269156.204
1199,-303412674818747.2
1200,-318685241207997.8
1201,-75768732567053.48
1202,-156583755699328.34
1203,-46237764089529.27
1204,-95038956334911.16
1205,-372267991853839.8
1206,-404450410202803.25
1207,-439679415765013.1
1208,-334189555553395.6
1209,-170494752140133.72
1210,-109114975535851.56
1211,-272542798867726.8
1212,-255852029565055.12
1213,-251003058127442.97
1214,-109116169695942.28
1215,-232386519393662.97
1216,-680416510088474.5
1217,-308366346310523.1
