,y_hat
413,711555.1651824582
414,264105.0671617355
415,486935.639375551
416,171209.67815153475
417,797091.3048004557
418,324546.19429068296
419,853607.2704354397
420,464477.7329742374
421,852638.9791302864
422,479184.78043962247
423,655497.6947027135
424,239951.52349468388
425,499419.2504621554
426,510727.94385517784
427,223597.1259719843
428,357666.0829505489
429,491100.6519466187
430,452533.0457713786
431,884123.6498439047
432,240204.52164282743
433,879650.0525568473
434,439842.32113806036
435,479953.8698914127
436,400738.7268116722
437,852090.3133471025
438,500321.0790604623
439,508373.08342836367
440,593798.1516242863
441,586120.4876916269
442,642250.4613861574
443,495143.70670590096
444,901393.0918301628
445,318640.39459858945
446,229689.37297484648
447,364121.94957533095
448,392075.2175110618
449,428256.6579107223
450,313680.61382124
451,831006.2049736924
452,747487.291886329
453,681088.6838782537
454,910053.1247050778
455,241096.98810167811
456,522718.95833150425
457,287300.5501028856
458,610249.7034320044
459,360299.394694022
460,450987.95977041184
461,153560.2642438525
462,742391.7838193134
463,105382.29284801654
464,432373.92156678677
465,610298.6647590079
466,1401303.5521759233
467,462521.3265173413
468,353108.82366002654
469,381338.7618772181
470,438516.0291162558
471,394234.1235655581
472,196635.64088163173
473,505154.470263025
474,520541.18054764136
475,369171.75948267325
476,468770.7949701438
477,1818284.4132429971
478,338413.0311594965
479,626378.8631537363
480,747916.676158239
481,149155.99966909186
482,327245.610779961
483,454514.3248344104
484,616502.0410665196
485,558600.3551729757
486,882020.8145340035
487,254545.74032139216
488,1391257.71147568
489,711102.3392921799
490,815007.7002506496
491,479635.6013066822
492,205990.78947980594
493,490896.81021031586
494,226826.74125600146
495,598649.3784559504
496,678605.4547296511
497,843320.3495876032
498,302858.035598502
499,328709.4574513186
500,269850.08178370784
501,870754.425860718
502,426528.8516626961
503,403116.38158788666
504,496826.9524068699
505,502151.8521481786
506,520763.3487014957
507,294236.4708714767
508,179850.91100471804
509,239892.56819611945
510,339733.11275062786
511,492007.8706623479
512,457297.9044791227
513,660156.4408762957
514,460629.4394568017
515,473760.4291805278
516,449555.67687564134
517,312541.60647751397
518,471632.8095503978
519,749011.0637513314
520,280808.2170938136
521,189054.43222236226
522,611184.0896567015
523,681974.5083835743
524,235109.24312478976
525,937419.2554939936
526,658788.815822278
527,722449.9592879699
528,522236.15035954857
529,162243.00852980977
530,250856.8569045938
531,654440.8745140091
532,501692.75223152136
533,554039.085829918
534,298763.1766950237
535,359187.42756737943
536,225731.78440010117
537,866668.755290457
538,684127.1067021992
539,535409.712344886
540,287169.3192014621
541,653481.391424591
542,636525.8661275366
543,482109.22686889925
544,584840.7041700432
545,553125.3530836893
546,265893.37688400294
547,526178.6933758535
548,1526532.2122913308
549,233500.61620125666
550,149133.90213361272
551,161381.58376459376
552,491209.92001464096
553,256671.07162732037
554,925847.2289136774
555,192784.77223813473
556,788420.5699431886
557,297044.6747731459
558,404275.3303936833
559,428958.5982308117
560,618937.3575518832
561,500709.71095194155
562,540914.7186942922
563,453395.77954073035
564,734110.8086233671
565,606364.5863508158
566,596323.0070211241
567,368218.179968749
568,742386.0886541053
569,763985.2197077412
570,387135.45927205554
571,408642.8736441582
572,358220.77606666385
573,606451.5186972024
574,401696.4950822077
575,404303.3151829513
576,716712.7229063292
577,296668.49640649173
578,224765.4877484446
579,340722.53267113824
580,407505.68797959795
581,378079.5777785231
582,765361.0716744375
583,329454.26855754136
584,351575.8516826277
585,529866.782382038
586,548681.8650580648
587,297387.1518750971
588,482231.6813573047
589,656112.2016228309
590,350636.78963619797
591,344889.6397129464
592,499649.96244328853
593,425199.1459357774
594,335283.0261341321
595,590229.9035842076
596,164264.8429402143
597,237064.18469062916
598,685924.2104216665
599,587299.5787928803
600,421824.37802113674
601,629713.989785419
602,234238.33684784998
603,293830.7966100002
604,615201.7096654037
605,1208394.2016977365
606,335218.11679936945
607,1100100.497008662
608,441828.5125344085
609,3040384.012369301
610,605619.5563736286
611,204345.62253350287
612,1579031.4635334252
613,849713.8305004541
614,1086009.976875467
615,561237.7944059332
616,202735.5044931583
617,353294.3646789725
618,361048.7004637192
619,437366.3981386478
620,476577.9764764256
621,532918.5456651642
622,363689.2231821578
623,281803.7831916071
624,267136.7521090084
625,237402.48042290885
626,677201.9149718317
627,395865.7832983134
628,235351.70364464028
629,1022218.2768251678
630,328406.2924224538
631,415257.19287485944
632,160246.00598807228
633,565681.5294126727
634,557503.3524937225
635,529337.9801915905
636,196781.09506319123
637,343735.52732102154
638,373025.4345085098
639,284716.4590712533
640,1443070.6168037467
641,415461.4172323893
642,601822.8406237175
643,224824.35030621768
644,239596.35933573512
645,766808.3488950655
646,433711.4944063281
647,325348.92789875675
648,774717.6025145983
649,448075.3238852209
650,552333.4158749087
651,1351068.9789118646
652,466196.88673447416
653,208922.37415060803
654,860325.7624225643
655,345045.5454250286
656,291840.27768813213
657,303315.5400841527
658,528328.5393556333
659,1154342.9910389571
660,313338.13402897795
661,492960.2482947969
662,1027211.6678965471
663,477378.44800332474
664,355327.2518705317
665,544777.8062461484
666,1130726.505697572
667,486415.9757380961
668,754035.8128258808
669,132878.69697892538
670,1027463.8281542023
671,248589.73011426887
672,983036.3440966434
673,492331.8286700611
674,161505.52952388756
675,352730.47525115986
676,307321.331887787
677,552296.8401554549
678,302503.51433537033
679,537354.5695708791
680,599153.2041231007
681,416426.2527134959
682,390148.95560146525
683,478930.1276473482
684,275611.73468353174
685,448438.30751502444
686,359281.8584331086
687,250825.28761169966
688,547390.2707964936
689,482952.4025045008
690,2286265.6380074793
691,324655.94035278575
692,434371.2066144438
693,284195.47527668497
694,387697.43412335496
695,414221.5580444612
696,301325.71140916867
697,394066.157770716
698,306468.91710781085
699,584914.7733708525
700,437102.2574277391
701,322257.40643147344
702,389552.62051764864
703,377128.52001031884
704,476905.054459221
705,2245003.5550573673
706,195088.5215619689
707,541666.6421802274
708,214563.33078508178
709,557586.2314817715
710,187771.2274234263
711,600335.1129375796
712,871272.7356642369
713,468837.8812812051
714,1260795.4607222045
715,1573257.8920592521
716,215009.4256411709
717,711957.7731181327
718,246158.9488464792
719,432971.737721557
720,494848.1565822862
721,679892.5812455987
722,636556.1973633715
723,345786.25874231046
724,312181.3129802238
725,706210.0062330827
726,417109.56012934435
727,366239.77288947784
728,293220.53157925385
729,256069.8441369643
730,239800.04823948728
731,562011.5484008967
732,598759.49861806
733,948948.9864140115
734,700830.627751891
735,545063.6792603962
736,568012.3444620098
737,427816.8879160327
738,271910.1731359833
739,439809.70742396114
740,422801.4619957855
741,608265.9710188528
742,235097.4793839666
743,474988.4915079249
744,709097.8734635129
745,282796.1252993093
746,341647.28150533757
747,397026.3156522415
748,397623.504851053
749,321912.78230041225
750,371632.77485737565
751,717585.7133513032
752,348101.62993348984
753,353278.56136813166
754,213487.13135179115
755,482452.9751572266
756,308889.6038119317
757,273902.7389297751
758,587374.5983429106
759,272617.15398470266
760,811315.4632245707
761,362036.3724858819
762,129468.68100176836
763,598734.1617527702
764,413735.676044672
765,464086.75043944985
766,880779.2735594512
767,1295792.0803496914
768,229518.32092475684
769,188001.04064611965
770,685679.3676419862
771,432051.0368053522
772,425529.94080879027
773,329587.40914940817
774,165370.87463129527
775,269282.33001224627
776,661765.8019383886
777,456446.0961384367
778,328947.6347440184
779,1488168.397867929
780,541181.8010679779
781,1006093.072624356
782,782445.2685974839
783,908089.9425651522
784,269319.0760942808
785,1732368.5883499277
786,414171.6238282924
787,322951.62123641884
788,338938.44196918514
789,787963.0831183026
790,463874.6332966378
791,236267.70119128167
792,551552.9364148311
793,944087.2932726992
794,190236.16977900313
795,479330.356899224
796,665080.2350152584
797,820483.8786994691
798,411628.80619906203
799,248783.17582433316
800,286767.87966947036
801,431236.7102371519
802,198989.02645657686
803,491605.1552701667
804,339612.2408037587
805,709857.1983821316
806,280299.4106928734
807,739117.1749623689
808,850228.4388132982
809,178484.6097066345
810,574926.6454127128
811,1820881.1408063618
812,272345.2288046441
813,718308.1366829723
814,390391.2673736511
815,627682.3757319035
816,192136.9377090814
817,339872.17958091333
818,223774.36616118363
819,722646.028629994
820,207117.47106027254
821,1037812.6612775574
822,205699.64612467116
823,352877.16898567695
824,594683.8874825218
825,577562.8797408706
826,430754.04858392366
827,501387.1415760924
828,516056.520479976
829,651959.5278421894
830,887694.94876351
831,562000.4587663307
832,527971.9250947055
833,284533.69453738874
834,236361.11877265753
835,285256.24753642135
836,231727.27378129968
837,644954.6248705642
838,448965.40353746805
839,316590.94252688944
840,760970.4409391317
841,496820.6080393359
842,534180.5299972765
843,1031797.5590058665
844,395048.08231533866
845,493560.66475244204
846,522265.30474680895
847,510184.9618540271
848,773464.2149162572
849,609310.1730278027
850,418531.1291198252
851,285433.63033865055
852,526399.3544498448
853,482704.31144743797
854,704299.7080802096
855,388781.01826538745
856,2097120.3409560302
857,472087.68699726346
858,330084.5699772768
859,500411.6576059213
860,352645.6365352359
861,468890.5915307156
862,867792.1377646689
863,332936.4932205714
864,790899.0885358911
865,336802.5499287166
866,454225.34898257547
867,302053.73197109427
868,677188.1632492829
869,409322.83321620367
870,335639.6917971883
871,616723.2351599131
872,353116.6437863504
873,708504.4580682393
874,341126.63121511205
875,203809.75993981777
876,303553.05451857555
877,372766.80728008074
878,276625.98026712873
879,721897.5308622268
880,431346.14788039785
881,325926.0149208888
882,218159.36981692383
883,455153.4281973544
884,494813.71930828097
885,719451.3210522789
886,254615.9380920462
887,898909.6182016314
888,452621.78479037446
889,465377.17108516744
890,587184.0441638435
891,273119.3109977292
892,614437.1912047351
893,1124700.968283294
894,323484.9041331039
895,996614.139275047
896,374186.2336794843
897,176029.76989376586
898,747910.3033737123
899,768368.6481071203
900,405835.86175173847
901,205275.67933632512
902,431554.28420650144
903,529791.8684678071
904,407125.2997124189
905,569033.1005100647
906,1087608.777334845
907,366292.33636051277
908,461543.98378529144
909,2638370.5104290936
910,1441382.0984541974
911,606180.4392460537
912,1267434.1508443435
913,286025.2590133991
914,628752.8340545807
915,410877.33745484997
916,1609888.2585761752
917,603746.6312920873
918,1891935.041816759
919,1075897.1798632839
920,205972.92891424545
921,503024.3046102212
922,353909.12333081634
923,439318.961939442
924,271350.39646922494
925,370271.91103637905
926,622202.2539550362
927,378744.7533601012
928,302100.9748588157
929,248036.7381449135
930,245764.29430133905
931,228109.5602776333
932,623714.9389459649
933,593124.1672605413
934,488079.53060121596
935,491067.03385235125
936,1556489.5678418376
937,367448.4948803928
938,232965.80585450347
939,564098.5335061827
940,286030.081575999
941,210384.37253602355
942,462863.24033145094
943,489342.0025909984
944,487007.6449897535
945,340938.32283037226
946,324305.9874192646
947,472978.64423959807
948,677971.5185732106
949,516405.9304581354
950,814661.4615295085
951,591919.6653734078
952,692209.4328280895
953,569327.5991957465
954,207892.15684380112
955,413944.80908942927
956,350120.2867817953
957,266574.58861580584
958,780983.0277218042
959,482254.0895998114
960,443360.9715190969
961,283525.17843733646
962,542748.8170145208
963,435643.8247893595
964,343453.26602177153
965,389439.0628019149
966,1261228.8951010695
967,618542.0805201303
968,188721.0800789241
969,574658.642492834
970,541028.1896158619
971,711583.2294642563
972,229113.15427375748
973,399158.818814812
974,397003.1314476494
975,194020.49151398765
976,1597282.7602364155
977,350708.8488738185
978,225459.25934767874
979,365545.7041539184
980,131402.55072087335
981,224278.64463775026
982,839317.6524480295
983,942568.6743516295
984,378487.1562279019
985,598578.9769524556
986,419298.68864472746
987,542132.2413519109
988,311432.30929417815
989,474248.5936610468
990,814534.6372671581
991,974978.8448798467
992,341099.508006108
993,734766.9237164502
994,264029.2178705776
995,465151.80192230025
996,622881.3490917626
997,1222490.490507836
998,836947.6541255383
999,375795.5060914171
1000,322501.7935151788
1001,821630.2116707081
1002,416019.55333911447
1003,422251.56783726846
1004,562970.6841376693
1005,343909.9640880662
1006,243638.25400685155
1007,471798.9249709719
1008,555562.6527488125
1009,571434.935604105
1010,790884.2663261445
1011,423949.1775652225
1012,3000817.202892158
1013,228745.14294724114
1014,1045084.3045245127
1015,358843.03378220444
1016,514475.0366950766
1017,571572.3529198582
1018,362159.8838303583
1019,611821.0931797735
1020,473109.7011596778
1021,630372.8301971387
1022,494862.6305327971
1023,772276.6942198303
1024,415197.3764927727
1025,272151.68509367947
1026,735957.7026000235
1027,623259.9632626924
1028,484858.60371089296
1029,1001929.0526395186
1030,388567.0396668123
1031,263218.48100427137
1032,669535.9543943407
1033,118606.92538622182
1034,767410.9031957927
1035,276337.5191709368
1036,289400.94341993553
1037,1002400.5881887771
1038,2349860.8155833483
1039,517862.07263100304
1040,557736.9959186878
1041,548821.782830622
1042,396296.3237081992
1043,546715.2796019218
1044,561124.8748203577
1045,551691.11107547
1046,266972.5109749283
1047,709648.9527789336
1048,215915.2918995878
1049,325352.6974868297
1050,436405.2204642277
1051,485959.87500355847
1052,530115.9864730379
1053,407777.67984401854
1054,258562.74165377268
1055,305018.8911878428
1056,615930.7987345632
1057,237259.97263416566
1058,219069.3131148829
1059,469810.71178628237
1060,757661.1516979146
1061,226056.95759461448
1062,224069.55813517043
1063,289663.1590990137
1064,450931.0771556572
1065,452661.70775156096
1066,298808.23926778603
1067,901312.944692804
1068,522680.5295346651
1069,257423.4342809922
1070,423774.2124433639
1071,245774.42532975686
1072,672532.6158432841
1073,605881.0570513315
1074,228438.08429873793
1075,494013.958808879
1076,1579888.4551997024
1077,994060.2115359986
1078,533638.3909367947
1079,516231.0157690577
1080,311877.3552951404
1081,393737.75590693875
1082,510113.8226849176
1083,611199.6450428428
1084,248041.92036597847
1085,1119573.6846126763
1086,204542.29175544166
1087,398360.4171631306
1088,843318.9352291068
1089,582552.4959239797
1090,176814.8024953716
1091,394744.739207209
1092,1352107.93457944
1093,365504.33465004375
1094,758058.4703640494
1095,340542.79020727205
1096,422339.87452568935
1097,809773.1271422878
1098,497366.82307015813
1099,569537.1405345125
1100,683956.926968739
1101,204286.89471028798
1102,760260.578834159
1103,1081617.5181792728
1104,281716.16945102724
1105,607558.5130640187
1106,296943.95450106135
1107,229313.45677453428
1108,240490.42807700546
1109,362649.5929579028
1110,1006673.6447916478
1111,381632.9915013445
1112,905264.8017389822
1113,198419.49635376962
1114,642432.2284208697
1115,581169.8384471613
1116,252152.1132849846
1117,966611.1902397155
1118,775874.0806661693
1119,2480318.411667053
1120,460792.13861243357
1121,676997.8101408536
1122,1503920.1528808495
1123,386205.6070306273
1124,1415116.5237526274
1125,979397.3845723994
1126,468985.9957659093
1127,218585.9520211544
1128,524578.9316454099
1129,319635.25736810174
1130,319900.40292478073
1131,311707.3785628504
1132,90337.61489136273
1133,531123.4915543842
1134,212246.90624160104
1135,439074.48423587106
1136,1038381.5658161566
1137,1879204.5502829386
1138,720388.9643296065
1139,252819.33577687043
1140,406499.40455397405
1141,557516.2102413371
1142,1797206.9818090845
1143,261291.13117310894
1144,750653.0283233837
1145,660891.3909995107
1146,259268.3425966637
1147,823099.7967180666
1148,531844.8520882961
1149,375365.1594863584
1150,303885.07313359436
1151,363358.03446526505
1152,750102.6352135582
1153,744815.625520302
1154,372683.06224752136
1155,343861.08240882074
1156,289882.69435764017
1157,607829.956993561
1158,338924.4530460887
1159,391917.49249682814
1160,318612.8219333468
1161,783597.8742390443
1162,363666.6367792206
1163,197703.28071397665
1164,926537.431136424
1165,2347868.7018972244
1166,196358.2740727933
1167,482140.97742939275
1168,523531.5853215801
1169,295096.2956029941
1170,1065014.9210143527
1171,991694.5216962649
1172,222625.61704809451
1173,459791.7494793723
1174,181590.5544215189
1175,702043.0733580836
1176,277097.74848052196
1177,365414.5398312306
1178,176346.9393388548
1179,300223.892409417
1180,106204.9128746409
1181,734490.4436888213
1182,214782.356897149
1183,621106.3074946401
1184,739527.7445084095
1185,650944.6288155302
1186,411945.02898071206
1187,3299656.648445234
1188,111026.17659353465
1189,410367.6756847367
1190,345452.381084532
1191,207396.26170385577
1192,2491745.4675740753
1193,532295.5228169714
1194,308836.5687298593
1195,847159.7421614182
1196,199515.4455691004
1197,474207.9298467776
1198,538244.5438444781
1199,423924.0110636255
1200,602485.1465880321
1201,668050.3963885395
1202,587074.1004666819
1203,559795.0800970203
1204,763132.5126379019
1205,727236.3495882829
1206,324006.3272182051
1207,281779.0945816893
1208,152179.1074479614
1209,632953.7687306171
1210,377304.46608069865
1211,457613.9683048922
1212,527531.4470446728
1213,396356.543240194
1214,444559.5738569368
1215,626013.5264617365
1216,403113.732786416
1217,524596.2486875359
1218,220721.54359561132
1219,759087.658450467
1220,359657.0471541992
1221,1928699.256054268
1222,832642.6261353448
1223,266469.26169519447
1224,284594.14611821796
1225,529914.475472683
1226,813244.4911312026
1227,554779.4596496887
1228,411733.4595764417
1229,1115086.495186367
1230,861103.2899310275
1231,555133.0786839033
1232,340349.57855733304
1233,600536.6830703415
1234,420648.3955114169
1235,618045.1213068301
1236,518739.8697730273
1237,269543.9076353271
1238,231413.0523541653
1239,1070991.6333128936
1240,447971.94616540126
1241,391735.2271816582
1242,387477.66694509087
1243,565758.4022314174
1244,508897.5646515102
1245,1164064.1336033917
1246,627795.9225244918
1247,262850.85412859137
1248,469474.4368261399
1249,523034.54891955614
1250,407650.3552798725
1251,424646.98043926223
1252,564746.065864815
1253,897195.2319597299
1254,588315.7148093862
1255,313031.74121305457
1256,291664.74813894654
1257,465206.2937841044
1258,866297.4942122959
1259,133120.57209932597
1260,572298.9367906884
1261,535022.8837131964
1262,710340.3402654529
1263,295833.86736295314
1264,692890.5582123045
1265,1005889.0967461432
1266,2814585.6773820794
1267,498338.2641924819
1268,267723.1234059839
1269,451049.79569818627
1270,422682.08497757127
1271,364587.95167312195
1272,557505.5615207381
1273,678035.1193671358
1274,173793.7740478494
1275,217338.08180093602
1276,216300.79365075726
1277,554456.5690231328
1278,809344.2609712149
1279,413877.85823323193
1280,594685.2621454648
1281,206086.14660173966
1282,299058.14922693407
1283,680962.3871766862
1284,487785.9304493796
1285,851036.06363554
1286,365778.95038752985
1287,305917.99558669806
1288,285460.79745796276
1289,149868.4530214461
1290,423096.52994099533
1291,446678.0303308866
1292,452195.5548212456
1293,627855.813112987
1294,274484.687958712
1295,554815.4661351922
1296,255164.1466310644
1297,175198.63577344414
1298,979840.2548949323
1299,665510.3690591003
1300,250224.56620272525
1301,498373.7944513611
1302,569934.7260514728
1303,492751.60561940214
1304,1594971.2065568445
1305,186472.7622236594
1306,577938.7476105846
1307,201904.75303809706
1308,367897.7532920336
1309,685328.1555316708
1310,228453.10686987164
1311,496566.46386331244
1312,255914.18572916824
1313,864168.9877110621
1314,588550.3962763457
1315,240087.21600570812
1316,1096570.9934795033
1317,1226088.6892139982
1318,378124.00112452183
1319,548769.8363529288
1320,259337.19872557136
1321,295517.40935101476
1322,363243.34275025036
1323,473056.2422684465
1324,507078.35553278786
1325,497629.10351882805
1326,348653.0387374793
1327,350348.9020454228
1328,372129.97045978036
1329,685169.5244103449
1330,295659.75997103995
1331,623534.1881785765
1332,488500.0116740649
1333,510730.6093127256
1334,642731.3113252594
1335,543231.6325380297
1336,1339984.6005995104
1337,174473.14922988723
1338,1268530.3544787439
1339,470405.1206293992
1340,631413.1506509436
1341,1535090.4061757696
1342,837240.9210815353
1343,478558.79033892776
1344,593753.5255286647
1345,133381.75953151105
1346,683573.0021549108
1347,205517.94880457528
1348,577932.9265247147
1349,409272.57247137756
1350,462373.76766402106
1351,553966.4471688557
1352,372791.60112310183
1353,849203.0873913658
1354,365845.03003818257
1355,425783.95846417604
1356,220556.87361832795
1357,513884.1292354212
1358,403885.625030656
1359,666590.8350511675
1360,450865.9983993415
1361,893009.4892547508
1362,505647.86025091296
